balanced_round_robin_order,balanced_slot_index,balanced_period,include_in_hourly_primary,microcolony_pair,microcolony_ids,exposure_date,source_date,relative_period,target_hour,selected_minute,selection_status,day_status,video_id,filename_camera_label,source_video_path,symlink_path,augmentation_reason,augmentation_note
128,6,post,true,MCs-1-and-2,1;2,2026-02-23,2026-02-26,post_exposure_folder,05,00,exact_hh00,full_24_hours,bumblebox-19_2026-02-26_05_00_04,bumblebox-19,/media/august/AutoPolls9/dose-curve-pesticide-data/MCs-1-and-2/post-exposure/bumblebox-19_2026-02-26_05_00_04.mp4,/tmp/bumblebox_hourly_primary_mc1_8_explicit_links/MCs-1-and-2/post/2026-02-26/bumblebox-19_2026-02-26_05_00_04.mp4,base_hourly,original hourly round-robin selection
129,6,pre,true,MCs-3-and-4,3;4,2026-02-23,2026-02-22,pre_exposure_folder,05,00,exact_hh00,full_24_hours,bumblebox-07_2026-02-22_05_00_03,bumblebox-07,/media/august/AutoPolls9/dose-curve-pesticide-data/MCs-3-and-4/pre-exposure/bumblebox-07_2026-02-22_05_00_03.mp4,/tmp/bumblebox_hourly_primary_mc1_8_explicit_links/MCs-3-and-4/pre/2026-02-22/bumblebox-07_2026-02-22_05_00_03.mp4,base_hourly,original hourly round-robin selection
130,6,post,true,MCs-3-and-4,3;4,2026-02-23,2026-02-26,post_exposure_folder,05,00,exact_hh00,full_24_hours,bumblebox-07_2026-02-26_05_00_03,bumblebox-07,/media/august/AutoPolls9/dose-curve-pesticide-data/MCs-3-and-4/post-exposure/bumblebox-07_2026-02-26_05_00_03.mp4,/tmp/bumblebox_hourly_primary_mc1_8_explicit_links/MCs-3-and-4/post/2026-02-26/bumblebox-07_2026-02-26_05_00_03.mp4,base_hourly,original hourly round-robin selection
131,6,post,true,MCs-5-and-6,5;6,2026-02-23,2026-02-26,post_exposure_folder,05,00,exact_hh00,full_24_hours,bumblebox-18_2026-02-26_05_00_03,bumblebox-18,/media/august/AutoPolls9/dose-curve-pesticide-data/MCs-5-and-6/post-exposure/bumblebox-18_2026-02-26_05_00_03.mp4,/tmp/bumblebox_hourly_primary_mc1_8_explicit_links/MCs-5-and-6/post/2026-02-26/bumblebox-18_2026-02-26_05_00_03.mp4,base_hourly,original hourly round-robin selection
132,6,post,true,MCs-7-and-8,7;8,2026-02-23,2026-02-26,post_exposure_folder,05,00,exact_hh00,full_24_hours,bumblebox-15_2026-02-26_05_00_03,bumblebox-15,/media/august/AutoPolls9/dose-curve-pesticide-data/MCs-7-and-8/post-exposure/bumblebox-15_2026-02-26_05_00_03.mp4,/tmp/bumblebox_hourly_primary_mc1_8_explicit_links/MCs-7-and-8/post/2026-02-26/bumblebox-15_2026-02-26_05_00_03.mp4,base_hourly,original hourly round-robin selection
140,6,pre,true,MCs-17-and-18,17;18,,2026-03-15,augmented_pre_exposure,05,30,augmented_extra,augmented,bumblebox-9_2026-03-15_05_30_03,bumblebox-9,/media/august/Expansion/Behavioral-Entropy-Pesticide-Dosing-Exps/MCs-17-and-18/2026-03-15/bumblebox-9_2026-03-15_05_30_03.mp4,,blur_compensation_10ppb,all available extra pre videos for MC17 to compensate blurry MC2 10ppb; MC16 has no pre source videos
148,7,pre,true,MCs-1-and-2,1;2,2026-02-23,2026-02-23,pre_exposure_folder,06,00,exact_hh00,partial_day,bumblebox-19_2026-02-23_06_00_03,bumblebox-19,/media/august/AutoPolls9/dose-curve-pesticide-data/MCs-1-and-2/pre-exposure/bumblebox-19_2026-02-23_06_00_03.mp4,/tmp/bumblebox_hourly_primary_mc1_8_explicit_links/MCs-1-and-2/pre/2026-02-23/bumblebox-19_2026-02-23_06_00_03.mp4,base_hourly,original hourly round-robin selection
149,7,pre,true,MCs-1-and-2,1;2,,2026-02-23,augmented_pre_exposure,06,40,augmented_extra,augmented,bumblebox-19_2026-02-23_06_40_03,bumblebox-19,/media/august/AutoPolls9/dose-curve-pesticide-data/MCs-1-and-2/pre-exposure/bumblebox-19_2026-02-23_06_40_03.mp4,,pre_fill_to_24_if_possible,fill MCs-1-and-2 pre from 16 toward 24 using non-hourly pre videos
150,7,post,true,MCs-1-and-2,1;2,2026-02-23,2026-02-26,post_exposure_folder,06,00,exact_hh00,full_24_hours,bumblebox-19_2026-02-26_06_00_03,bumblebox-19,/media/august/AutoPolls9/dose-curve-pesticide-data/MCs-1-and-2/post-exposure/bumblebox-19_2026-02-26_06_00_03.mp4,/tmp/bumblebox_hourly_primary_mc1_8_explicit_links/MCs-1-and-2/post/2026-02-26/bumblebox-19_2026-02-26_06_00_03.mp4,base_hourly,original hourly round-robin selection
151,7,pre,true,MCs-3-and-4,3;4,2026-02-23,2026-02-22,pre_exposure_folder,06,00,exact_hh00,full_24_hours,bumblebox-07_2026-02-22_06_00_03,bumblebox-07,/media/august/AutoPolls9/dose-curve-pesticide-data/MCs-3-and-4/pre-exposure/bumblebox-07_2026-02-22_06_00_03.mp4,/tmp/bumblebox_hourly_primary_mc1_8_explicit_links/MCs-3-and-4/pre/2026-02-22/bumblebox-07_2026-02-22_06_00_03.mp4,base_hourly,original hourly round-robin selection
152,7,post,true,MCs-3-and-4,3;4,2026-02-23,2026-02-26,post_exposure_folder,06,00,exact_hh00,full_24_hours,bumblebox-07_2026-02-26_06_00_03,bumblebox-07,/media/august/AutoPolls9/dose-curve-pesticide-data/MCs-3-and-4/post-exposure/bumblebox-07_2026-02-26_06_00_03.mp4,/tmp/bumblebox_hourly_primary_mc1_8_explicit_links/MCs-3-and-4/post/2026-02-26/bumblebox-07_2026-02-26_06_00_03.mp4,base_hourly,original hourly round-robin selection
153,7,post,true,MCs-5-and-6,5;6,2026-02-23,2026-02-26,post_exposure_folder,06,00,exact_hh00,full_24_hours,bumblebox-18_2026-02-26_06_00_16,bumblebox-18,/media/august/AutoPolls9/dose-curve-pesticide-data/MCs-5-and-6/post-exposure/bumblebox-18_2026-02-26_06_00_16.mp4,/tmp/bumblebox_hourly_primary_mc1_8_explicit_links/MCs-5-and-6/post/2026-02-26/bumblebox-18_2026-02-26_06_00_16.mp4,base_hourly,original hourly round-robin selection
154,7,post,true,MCs-7-and-8,7;8,2026-02-23,2026-02-26,post_exposure_folder,06,00,exact_hh00,full_24_hours,bumblebox-15_2026-02-26_06_00_03,bumblebox-15,/media/august/AutoPolls9/dose-curve-pesticide-data/MCs-7-and-8/post-exposure/bumblebox-15_2026-02-26_06_00_03.mp4,/tmp/bumblebox_hourly_primary_mc1_8_explicit_links/MCs-7-and-8/post/2026-02-26/bumblebox-15_2026-02-26_06_00_03.mp4,base_hourly,original hourly round-robin selection
159,7,pre,true,MCs-13-and-14,13;14,,2026-03-01,augmented_pre_exposure,06,30,augmented_extra,augmented,bumblebox-18_2026-03-01_06_30_04,bumblebox-18,/media/august/Expansion/Behavioral-Entropy-Pesticide-Dosing-Exps/MCs-13-and-14/2026-03-01/bumblebox-18_2026-03-01_06_30_04.mp4,,blur_compensation_0.5ppb,extra pre videos for MC14 to compensate blurry MC1 0.5ppb
161,7,post,true,MCs-13-and-14,13;14,2026-03-02,2026-03-05,post_dose_d_plus_3,06,30,augmented_extra,augmented,bumblebox-18_2026-03-05_06_30_03,bumblebox-18,/media/august/Expansion/Behavioral-Entropy-Pesticide-Dosing-Exps/MCs-13-and-14/2026-03-05/bumblebox-18_2026-03-05_06_30_03.mp4,,post_compensate_blurry_mc1_2,post compensation for blurry MC1/2: MC14 matches MC1 0.5ppb
163,7,post,true,MCs-15-and-16,15;16,2026-03-02,2026-03-05,post_dose_d_plus_3,06,30,augmented_extra,augmented,bumblebox-15_2026-03-05_06_30_05,bumblebox-15,/media/august/Expansion/Behavioral-Entropy-Pesticide-Dosing-Exps/MCs-15-and-16/2026-03-05/bumblebox-15_2026-03-05_06_30_05.mp4,,post_compensate_blurry_mc1_2,post compensation for blurry MC1/2: MC16 matches MC2 10ppb
165,7,pre,true,MCs-17-and-18,17;18,,2026-03-15,augmented_pre_exposure,06,30,augmented_extra,augmented,bumblebox-9_2026-03-15_06_30_03,bumblebox-9,/media/august/Expansion/Behavioral-Entropy-Pesticide-Dosing-Exps/MCs-17-and-18/2026-03-15/bumblebox-9_2026-03-15_06_30_03.mp4,,blur_compensation_10ppb,all available extra pre videos for MC17 to compensate blurry MC2 10ppb; MC16 has no pre source videos
167,7,post,true,MCs-17-and-18,17;18,2026-03-16,2026-03-19,post_dose_d_plus_3,06,30,augmented_extra,augmented,bumblebox-9_2026-03-19_06_30_03,bumblebox-9,/media/august/Expansion/Behavioral-Entropy-Pesticide-Dosing-Exps/MCs-17-and-18/2026-03-19/bumblebox-9_2026-03-19_06_30_03.mp4,,post_compensate_blurry_mc1_2,post compensation for blurry MC1/2: MC17 matches MC2 10ppb
171,7,pre,true,MCs-21-and-22,21;22,,2026-03-15,augmented_pre_exposure,06,30,augmented_extra,augmented,bumblebox-18_2026-03-15_06_30_04,bumblebox-18,/media/august/Expansion/Behavioral-Entropy-Pesticide-Dosing-Exps/MCs-21-and-22/2026-03-15/bumblebox-18_2026-03-15_06_30_04.mp4,,blur_compensation_0.5ppb,extra pre videos for MC21 to compensate blurry MC1 0.5ppb
173,7,post,true,MCs-21-and-22,21;22,2026-03-16,2026-03-18,post_dose_d_plus_2_substitute,06,30,augmented_extra,augmented,bumblebox-18_2026-03-18_06_30_04,bumblebox-18,/media/august/Expansion/Behavioral-Entropy-Pesticide-Dosing-Exps/MCs-21-and-22/2026-03-18/bumblebox-18_2026-03-18_06_30_04.mp4,,post_compensate_blurry_mc1_2,post compensation for blurry MC1/2: MC21 matches MC1 0.5ppb
176,8,pre,true,MCs-1-and-2,1;2,2026-02-23,2026-02-23,pre_exposure_folder,07,00,exact_hh00,partial_day,bumblebox-19_2026-02-23_07_00_03,bumblebox-19,/media/august/AutoPolls9/dose-curve-pesticide-data/MCs-1-and-2/pre-exposure/bumblebox-19_2026-02-23_07_00_03.mp4,/tmp/bumblebox_hourly_primary_mc1_8_explicit_links/MCs-1-and-2/pre/2026-02-23/bumblebox-19_2026-02-23_07_00_03.mp4,base_hourly,original hourly round-robin selection
177,8,post,true,MCs-1-and-2,1;2,2026-02-23,2026-02-26,post_exposure_folder,07,00,exact_hh00,full_24_hours,bumblebox-19_2026-02-26_07_00_04,bumblebox-19,/media/august/AutoPolls9/dose-curve-pesticide-data/MCs-1-and-2/post-exposure/bumblebox-19_2026-02-26_07_00_04.mp4,/tmp/bumblebox_hourly_primary_mc1_8_explicit_links/MCs-1-and-2/post/2026-02-26/bumblebox-19_2026-02-26_07_00_04.mp4,base_hourly,original hourly round-robin selection
178,8,pre,true,MCs-3-and-4,3;4,2026-02-23,2026-02-22,pre_exposure_folder,07,00,exact_hh00,full_24_hours,bumblebox-07_2026-02-22_07_00_03,bumblebox-07,/media/august/AutoPolls9/dose-curve-pesticide-data/MCs-3-and-4/pre-exposure/bumblebox-07_2026-02-22_07_00_03.mp4,/tmp/bumblebox_hourly_primary_mc1_8_explicit_links/MCs-3-and-4/pre/2026-02-22/bumblebox-07_2026-02-22_07_00_03.mp4,base_hourly,original hourly round-robin selection
179,8,post,true,MCs-3-and-4,3;4,2026-02-23,2026-02-26,post_exposure_folder,07,00,exact_hh00,full_24_hours,bumblebox-07_2026-02-26_07_00_03,bumblebox-07,/media/august/AutoPolls9/dose-curve-pesticide-data/MCs-3-and-4/post-exposure/bumblebox-07_2026-02-26_07_00_03.mp4,/tmp/bumblebox_hourly_primary_mc1_8_explicit_links/MCs-3-and-4/post/2026-02-26/bumblebox-07_2026-02-26_07_00_03.mp4,base_hourly,original hourly round-robin selection
180,8,post,true,MCs-5-and-6,5;6,2026-02-23,2026-02-26,post_exposure_folder,07,00,exact_hh00,full_24_hours,bumblebox-18_2026-02-26_07_00_03,bumblebox-18,/media/august/AutoPolls9/dose-curve-pesticide-data/MCs-5-and-6/post-exposure/bumblebox-18_2026-02-26_07_00_03.mp4,/tmp/bumblebox_hourly_primary_mc1_8_explicit_links/MCs-5-and-6/post/2026-02-26/bumblebox-18_2026-02-26_07_00_03.mp4,base_hourly,original hourly round-robin selection
181,8,post,true,MCs-7-and-8,7;8,2026-02-23,2026-02-26,post_exposure_folder,07,00,exact_hh00,full_24_hours,bumblebox-15_2026-02-26_07_00_03,bumblebox-15,/media/august/AutoPolls9/dose-curve-pesticide-data/MCs-7-and-8/post-exposure/bumblebox-15_2026-02-26_07_00_03.mp4,/tmp/bumblebox_hourly_primary_mc1_8_explicit_links/MCs-7-and-8/post/2026-02-26/bumblebox-15_2026-02-26_07_00_03.mp4,base_hourly,original hourly round-robin selection
189,8,pre,true,MCs-17-and-18,17;18,,2026-03-15,augmented_pre_exposure,07,30,augmented_extra,augmented,bumblebox-9_2026-03-15_07_30_03,bumblebox-9,/media/august/Expansion/Behavioral-Entropy-Pesticide-Dosing-Exps/MCs-17-and-18/2026-03-15/bumblebox-9_2026-03-15_07_30_03.mp4,,blur_compensation_10ppb,all available extra pre videos for MC17 to compensate blurry MC2 10ppb; MC16 has no pre source videos
197,9,pre,true,MCs-1-and-2,1;2,2026-02-23,2026-02-23,pre_exposure_folder,08,00,exact_hh00,partial_day,bumblebox-19_2026-02-23_08_00_06,bumblebox-19,/media/august/AutoPolls9/dose-curve-pesticide-data/MCs-1-and-2/pre-exposure/bumblebox-19_2026-02-23_08_00_06.mp4,/tmp/bumblebox_hourly_primary_mc1_8_explicit_links/MCs-1-and-2/pre/2026-02-23/bumblebox-19_2026-02-23_08_00_06.mp4,base_hourly,original hourly round-robin selection
198,9,pre,true,MCs-1-and-2,1;2,,2026-02-23,augmented_pre_exposure,08,50,augmented_extra,augmented,bumblebox-19_2026-02-23_08_50_03,bumblebox-19,/media/august/AutoPolls9/dose-curve-pesticide-data/MCs-1-and-2/pre-exposure/bumblebox-19_2026-02-23_08_50_03.mp4,,pre_fill_to_24_if_possible,fill MCs-1-and-2 pre from 16 toward 24 using non-hourly pre videos
199,9,post,true,MCs-1-and-2,1;2,2026-02-23,2026-02-26,post_exposure_folder,08,00,exact_hh00,full_24_hours,bumblebox-19_2026-02-26_08_00_03,bumblebox-19,/media/august/AutoPolls9/dose-curve-pesticide-data/MCs-1-and-2/post-exposure/bumblebox-19_2026-02-26_08_00_03.mp4,/tmp/bumblebox_hourly_primary_mc1_8_explicit_links/MCs-1-and-2/post/2026-02-26/bumblebox-19_2026-02-26_08_00_03.mp4,base_hourly,original hourly round-robin selection
200,9,pre,true,MCs-3-and-4,3;4,2026-02-23,2026-02-22,pre_exposure_folder,08,00,exact_hh00,full_24_hours,bumblebox-07_2026-02-22_08_00_03,bumblebox-07,/media/august/AutoPolls9/dose-curve-pesticide-data/MCs-3-and-4/pre-exposure/bumblebox-07_2026-02-22_08_00_03.mp4,/tmp/bumblebox_hourly_primary_mc1_8_explicit_links/MCs-3-and-4/pre/2026-02-22/bumblebox-07_2026-02-22_08_00_03.mp4,base_hourly,original hourly round-robin selection
201,9,post,true,MCs-3-and-4,3;4,2026-02-23,2026-02-26,post_exposure_folder,08,00,exact_hh00,full_24_hours,bumblebox-07_2026-02-26_08_00_03,bumblebox-07,/media/august/AutoPolls9/dose-curve-pesticide-data/MCs-3-and-4/post-exposure/bumblebox-07_2026-02-26_08_00_03.mp4,/tmp/bumblebox_hourly_primary_mc1_8_explicit_links/MCs-3-and-4/post/2026-02-26/bumblebox-07_2026-02-26_08_00_03.mp4,base_hourly,original hourly round-robin selection
202,9,post,true,MCs-5-and-6,5;6,2026-02-23,2026-02-26,post_exposure_folder,08,00,exact_hh00,full_24_hours,bumblebox-18_2026-02-26_08_00_04,bumblebox-18,/media/august/AutoPolls9/dose-curve-pesticide-data/MCs-5-and-6/post-exposure/bumblebox-18_2026-02-26_08_00_04.mp4,/tmp/bumblebox_hourly_primary_mc1_8_explicit_links/MCs-5-and-6/post/2026-02-26/bumblebox-18_2026-02-26_08_00_04.mp4,base_hourly,original hourly round-robin selection
203,9,post,true,MCs-7-and-8,7;8,2026-02-23,2026-02-26,post_exposure_folder,08,00,exact_hh00,full_24_hours,bumblebox-15_2026-02-26_08_00_03,bumblebox-15,/media/august/AutoPolls9/dose-curve-pesticide-data/MCs-7-and-8/post-exposure/bumblebox-15_2026-02-26_08_00_03.mp4,/tmp/bumblebox_hourly_primary_mc1_8_explicit_links/MCs-7-and-8/post/2026-02-26/bumblebox-15_2026-02-26_08_00_03.mp4,base_hourly,original hourly round-robin selection
208,9,pre,true,MCs-13-and-14,13;14,,2026-03-01,augmented_pre_exposure,08,30,augmented_extra,augmented,bumblebox-18_2026-03-01_08_30_04,bumblebox-18,/media/august/Expansion/Behavioral-Entropy-Pesticide-Dosing-Exps/MCs-13-and-14/2026-03-01/bumblebox-18_2026-03-01_08_30_04.mp4,,blur_compensation_0.5ppb,extra pre videos for MC14 to compensate blurry MC1 0.5ppb
210,9,post,true,MCs-13-and-14,13;14,2026-03-02,2026-03-05,post_dose_d_plus_3,08,30,augmented_extra,augmented,bumblebox-18_2026-03-05_08_30_04,bumblebox-18,/media/august/Expansion/Behavioral-Entropy-Pesticide-Dosing-Exps/MCs-13-and-14/2026-03-05/bumblebox-18_2026-03-05_08_30_04.mp4,,post_compensate_blurry_mc1_2,post compensation for blurry MC1/2: MC14 matches MC1 0.5ppb
212,9,post,true,MCs-15-and-16,15;16,2026-03-02,2026-03-05,post_dose_d_plus_3,08,30,augmented_extra,augmented,bumblebox-15_2026-03-05_08_30_04,bumblebox-15,/media/august/Expansion/Behavioral-Entropy-Pesticide-Dosing-Exps/MCs-15-and-16/2026-03-05/bumblebox-15_2026-03-05_08_30_04.mp4,,post_compensate_blurry_mc1_2,post compensation for blurry MC1/2: MC16 matches MC2 10ppb
214,9,pre,true,MCs-17-and-18,17;18,,2026-03-15,augmented_pre_exposure,08,30,augmented_extra,augmented,bumblebox-9_2026-03-15_08_30_03,bumblebox-9,/media/august/Expansion/Behavioral-Entropy-Pesticide-Dosing-Exps/MCs-17-and-18/2026-03-15/bumblebox-9_2026-03-15_08_30_03.mp4,,blur_compensation_10ppb,all available extra pre videos for MC17 to compensate blurry MC2 10ppb; MC16 has no pre source videos
216,9,post,true,MCs-17-and-18,17;18,2026-03-16,2026-03-19,post_dose_d_plus_3,08,30,augmented_extra,augmented,bumblebox-9_2026-03-19_08_30_03,bumblebox-9,/media/august/Expansion/Behavioral-Entropy-Pesticide-Dosing-Exps/MCs-17-and-18/2026-03-19/bumblebox-9_2026-03-19_08_30_03.mp4,,post_compensate_blurry_mc1_2,post compensation for blurry MC1/2: MC17 matches MC2 10ppb
220,9,pre,true,MCs-21-and-22,21;22,,2026-03-15,augmented_pre_exposure,08,30,augmented_extra,augmented,bumblebox-18_2026-03-15_08_30_04,bumblebox-18,/media/august/Expansion/Behavioral-Entropy-Pesticide-Dosing-Exps/MCs-21-and-22/2026-03-15/bumblebox-18_2026-03-15_08_30_04.mp4,,blur_compensation_0.5ppb,extra pre videos for MC21 to compensate blurry MC1 0.5ppb
222,9,post,true,MCs-21-and-22,21;22,2026-03-16,2026-03-18,post_dose_d_plus_2_substitute,08,30,augmented_extra,augmented,bumblebox-18_2026-03-18_08_30_03,bumblebox-18,/media/august/Expansion/Behavioral-Entropy-Pesticide-Dosing-Exps/MCs-21-and-22/2026-03-18/bumblebox-18_2026-03-18_08_30_03.mp4,,post_compensate_blurry_mc1_2,post compensation for blurry MC1/2: MC21 matches MC1 0.5ppb
225,10,post,true,MCs-1-and-2,1;2,2026-02-23,2026-02-26,post_exposure_folder,09,00,exact_hh00,full_24_hours,bumblebox-19_2026-02-26_09_00_04,bumblebox-19,/media/august/AutoPolls9/dose-curve-pesticide-data/MCs-1-and-2/post-exposure/bumblebox-19_2026-02-26_09_00_04.mp4,/tmp/bumblebox_hourly_primary_mc1_8_explicit_links/MCs-1-and-2/post/2026-02-26/bumblebox-19_2026-02-26_09_00_04.mp4,base_hourly,original hourly round-robin selection
226,10,pre,true,MCs-3-and-4,3;4,2026-02-23,2026-02-22,pre_exposure_folder,09,00,exact_hh00,full_24_hours,bumblebox-07_2026-02-22_09_00_03,bumblebox-07,/media/august/AutoPolls9/dose-curve-pesticide-data/MCs-3-and-4/pre-exposure/bumblebox-07_2026-02-22_09_00_03.mp4,/tmp/bumblebox_hourly_primary_mc1_8_explicit_links/MCs-3-and-4/pre/2026-02-22/bumblebox-07_2026-02-22_09_00_03.mp4,base_hourly,original hourly round-robin selection
227,10,post,true,MCs-3-and-4,3;4,2026-02-23,2026-02-26,post_exposure_folder,09,00,exact_hh00,full_24_hours,bumblebox-07_2026-02-26_09_00_03,bumblebox-07,/media/august/AutoPolls9/dose-curve-pesticide-data/MCs-3-and-4/post-exposure/bumblebox-07_2026-02-26_09_00_03.mp4,/tmp/bumblebox_hourly_primary_mc1_8_explicit_links/MCs-3-and-4/post/2026-02-26/bumblebox-07_2026-02-26_09_00_03.mp4,base_hourly,original hourly round-robin selection
228,10,post,true,MCs-5-and-6,5;6,2026-02-23,2026-02-26,post_exposure_folder,09,00,exact_hh00,full_24_hours,bumblebox-18_2026-02-26_09_00_04,bumblebox-18,/media/august/AutoPolls9/dose-curve-pesticide-data/MCs-5-and-6/post-exposure/bumblebox-18_2026-02-26_09_00_04.mp4,/tmp/bumblebox_hourly_primary_mc1_8_explicit_links/MCs-5-and-6/post/2026-02-26/bumblebox-18_2026-02-26_09_00_04.mp4,base_hourly,original hourly round-robin selection
229,10,post,true,MCs-7-and-8,7;8,2026-02-23,2026-02-26,post_exposure_folder,09,00,exact_hh00,full_24_hours,bumblebox-15_2026-02-26_09_00_03,bumblebox-15,/media/august/AutoPolls9/dose-curve-pesticide-data/MCs-7-and-8/post-exposure/bumblebox-15_2026-02-26_09_00_03.mp4,/tmp/bumblebox_hourly_primary_mc1_8_explicit_links/MCs-7-and-8/post/2026-02-26/bumblebox-15_2026-02-26_09_00_03.mp4,base_hourly,original hourly round-robin selection
237,10,pre,true,MCs-17-and-18,17;18,,2026-03-15,augmented_pre_exposure,09,30,augmented_extra,augmented,bumblebox-9_2026-03-15_09_30_03,bumblebox-9,/media/august/Expansion/Behavioral-Entropy-Pesticide-Dosing-Exps/MCs-17-and-18/2026-03-15/bumblebox-9_2026-03-15_09_30_03.mp4,,blur_compensation_10ppb,all available extra pre videos for MC17 to compensate blurry MC2 10ppb; MC16 has no pre source videos
245,11,post,true,MCs-1-and-2,1;2,2026-02-23,2026-02-26,post_exposure_folder,10,00,exact_hh00,full_24_hours,bumblebox-19_2026-02-26_10_00_04,bumblebox-19,/media/august/AutoPolls9/dose-curve-pesticide-data/MCs-1-and-2/post-exposure/bumblebox-19_2026-02-26_10_00_04.mp4,/tmp/bumblebox_hourly_primary_mc1_8_explicit_links/MCs-1-and-2/post/2026-02-26/bumblebox-19_2026-02-26_10_00_04.mp4,base_hourly,original hourly round-robin selection
246,11,pre,true,MCs-3-and-4,3;4,2026-02-23,2026-02-22,pre_exposure_folder,10,00,exact_hh00,full_24_hours,bumblebox-07_2026-02-22_10_00_03,bumblebox-07,/media/august/AutoPolls9/dose-curve-pesticide-data/MCs-3-and-4/pre-exposure/bumblebox-07_2026-02-22_10_00_03.mp4,/tmp/bumblebox_hourly_primary_mc1_8_explicit_links/MCs-3-and-4/pre/2026-02-22/bumblebox-07_2026-02-22_10_00_03.mp4,base_hourly,original hourly round-robin selection
247,11,post,true,MCs-3-and-4,3;4,2026-02-23,2026-02-26,post_exposure_folder,10,00,exact_hh00,full_24_hours,bumblebox-07_2026-02-26_10_00_03,bumblebox-07,/media/august/AutoPolls9/dose-curve-pesticide-data/MCs-3-and-4/post-exposure/bumblebox-07_2026-02-26_10_00_03.mp4,/tmp/bumblebox_hourly_primary_mc1_8_explicit_links/MCs-3-and-4/post/2026-02-26/bumblebox-07_2026-02-26_10_00_03.mp4,base_hourly,original hourly round-robin selection
248,11,post,true,MCs-5-and-6,5;6,2026-02-23,2026-02-26,post_exposure_folder,10,00,exact_hh00,full_24_hours,bumblebox-18_2026-02-26_10_00_04,bumblebox-18,/media/august/AutoPolls9/dose-curve-pesticide-data/MCs-5-and-6/post-exposure/bumblebox-18_2026-02-26_10_00_04.mp4,/tmp/bumblebox_hourly_primary_mc1_8_explicit_links/MCs-5-and-6/post/2026-02-26/bumblebox-18_2026-02-26_10_00_04.mp4,base_hourly,original hourly round-robin selection
249,11,post,true,MCs-7-and-8,7;8,2026-02-23,2026-02-26,post_exposure_folder,10,00,exact_hh00,full_24_hours,bumblebox-15_2026-02-26_10_00_03,bumblebox-15,/media/august/AutoPolls9/dose-curve-pesticide-data/MCs-7-and-8/post-exposure/bumblebox-15_2026-02-26_10_00_03.mp4,/tmp/bumblebox_hourly_primary_mc1_8_explicit_links/MCs-7-and-8/post/2026-02-26/bumblebox-15_2026-02-26_10_00_03.mp4,base_hourly,original hourly round-robin selection
254,11,pre,true,MCs-13-and-14,13;14,,2026-03-01,augmented_pre_exposure,10,30,augmented_extra,augmented,bumblebox-18_2026-03-01_10_30_04,bumblebox-18,/media/august/Expansion/Behavioral-Entropy-Pesticide-Dosing-Exps/MCs-13-and-14/2026-03-01/bumblebox-18_2026-03-01_10_30_04.mp4,,blur_compensation_0.5ppb,extra pre videos for MC14 to compensate blurry MC1 0.5ppb
256,11,post,true,MCs-13-and-14,13;14,2026-03-02,2026-03-05,post_dose_d_plus_3,10,30,augmented_extra,augmented,bumblebox-18_2026-03-05_10_30_04,bumblebox-18,/media/august/Expansion/Behavioral-Entropy-Pesticide-Dosing-Exps/MCs-13-and-14/2026-03-05/bumblebox-18_2026-03-05_10_30_04.mp4,,post_compensate_blurry_mc1_2,post compensation for blurry MC1/2: MC14 matches MC1 0.5ppb
258,11,post,true,MCs-15-and-16,15;16,2026-03-02,2026-03-05,post_dose_d_plus_3,10,30,augmented_extra,augmented,bumblebox-15_2026-03-05_10_30_04,bumblebox-15,/media/august/Expansion/Behavioral-Entropy-Pesticide-Dosing-Exps/MCs-15-and-16/2026-03-05/bumblebox-15_2026-03-05_10_30_04.mp4,,post_compensate_blurry_mc1_2,post compensation for blurry MC1/2: MC16 matches MC2 10ppb
260,11,pre,true,MCs-17-and-18,17;18,,2026-03-15,augmented_pre_exposure,10,30,augmented_extra,augmented,bumblebox-9_2026-03-15_10_30_04,bumblebox-9,/media/august/Expansion/Behavioral-Entropy-Pesticide-Dosing-Exps/MCs-17-and-18/2026-03-15/bumblebox-9_2026-03-15_10_30_04.mp4,,blur_compensation_10ppb,all available extra pre videos for MC17 to compensate blurry MC2 10ppb; MC16 has no pre source videos
262,11,post,true,MCs-17-and-18,17;18,2026-03-16,2026-03-19,post_dose_d_plus_3,10,30,augmented_extra,augmented,bumblebox-9_2026-03-19_10_30_03,bumblebox-9,/media/august/Expansion/Behavioral-Entropy-Pesticide-Dosing-Exps/MCs-17-and-18/2026-03-19/bumblebox-9_2026-03-19_10_30_03.mp4,,post_compensate_blurry_mc1_2,post compensation for blurry MC1/2: MC17 matches MC2 10ppb
266,11,pre,true,MCs-21-and-22,21;22,,2026-03-15,augmented_pre_exposure,10,30,augmented_extra,augmented,bumblebox-18_2026-03-15_10_30_04,bumblebox-18,/media/august/Expansion/Behavioral-Entropy-Pesticide-Dosing-Exps/MCs-21-and-22/2026-03-15/bumblebox-18_2026-03-15_10_30_04.mp4,,blur_compensation_0.5ppb,extra pre videos for MC21 to compensate blurry MC1 0.5ppb
268,11,post,true,MCs-21-and-22,21;22,2026-03-16,2026-03-18,post_dose_d_plus_2_substitute,10,30,augmented_extra,augmented,bumblebox-18_2026-03-18_10_30_03,bumblebox-18,/media/august/Expansion/Behavioral-Entropy-Pesticide-Dosing-Exps/MCs-21-and-22/2026-03-18/bumblebox-18_2026-03-18_10_30_03.mp4,,post_compensate_blurry_mc1_2,post compensation for blurry MC1/2: MC21 matches MC1 0.5ppb
