balanced_round_robin_order,balanced_slot_index,balanced_period,include_in_hourly_primary,microcolony_pair,microcolony_ids,exposure_date,source_date,relative_period,target_hour,selected_minute,selection_status,day_status,video_id,filename_camera_label,source_video_path,symlink_path
11,2,post,true,MCs-5-and-6,5;6,2026-02-23,2026-02-26,post_exposure_folder,01,00,exact_hh00,full_24_hours,bumblebox-18_2026-02-26_01_00_04,bumblebox-18,/media/august/AutoPolls9/dose-curve-pesticide-data/MCs-5-and-6/post-exposure/bumblebox-18_2026-02-26_01_00_04.mp4,/tmp/bumblebox_hourly_primary_mc1_8_explicit_links/MCs-5-and-6/post/2026-02-26/bumblebox-18_2026-02-26_01_00_04.mp4
12,2,post,true,MCs-7-and-8,7;8,2026-02-23,2026-02-26,post_exposure_folder,01,00,exact_hh00,full_24_hours,bumblebox-15_2026-02-26_01_00_02,bumblebox-15,/media/august/AutoPolls9/dose-curve-pesticide-data/MCs-7-and-8/post-exposure/bumblebox-15_2026-02-26_01_00_02.mp4,/tmp/bumblebox_hourly_primary_mc1_8_explicit_links/MCs-7-and-8/post/2026-02-26/bumblebox-15_2026-02-26_01_00_02.mp4
13,3,pre,true,MCs-1-and-2,1;2,2026-02-23,2026-02-23,pre_exposure_folder,02,00,exact_hh00,partial_day,bumblebox-19_2026-02-23_02_00_03,bumblebox-19,/media/august/AutoPolls9/dose-curve-pesticide-data/MCs-1-and-2/pre-exposure/bumblebox-19_2026-02-23_02_00_03.mp4,/tmp/bumblebox_hourly_primary_mc1_8_explicit_links/MCs-1-and-2/pre/2026-02-23/bumblebox-19_2026-02-23_02_00_03.mp4
14,3,post,true,MCs-1-and-2,1;2,2026-02-23,2026-02-26,post_exposure_folder,02,00,exact_hh00,full_24_hours,bumblebox-19_2026-02-26_02_00_03,bumblebox-19,/media/august/AutoPolls9/dose-curve-pesticide-data/MCs-1-and-2/post-exposure/bumblebox-19_2026-02-26_02_00_03.mp4,/tmp/bumblebox_hourly_primary_mc1_8_explicit_links/MCs-1-and-2/post/2026-02-26/bumblebox-19_2026-02-26_02_00_03.mp4
15,3,pre,true,MCs-3-and-4,3;4,2026-02-23,2026-02-22,pre_exposure_folder,02,00,exact_hh00,full_24_hours,bumblebox-07_2026-02-22_02_00_03,bumblebox-07,/media/august/AutoPolls9/dose-curve-pesticide-data/MCs-3-and-4/pre-exposure/bumblebox-07_2026-02-22_02_00_03.mp4,/tmp/bumblebox_hourly_primary_mc1_8_explicit_links/MCs-3-and-4/pre/2026-02-22/bumblebox-07_2026-02-22_02_00_03.mp4
16,3,post,true,MCs-3-and-4,3;4,2026-02-23,2026-02-26,post_exposure_folder,02,00,exact_hh00,full_24_hours,bumblebox-07_2026-02-26_02_00_03,bumblebox-07,/media/august/AutoPolls9/dose-curve-pesticide-data/MCs-3-and-4/post-exposure/bumblebox-07_2026-02-26_02_00_03.mp4,/tmp/bumblebox_hourly_primary_mc1_8_explicit_links/MCs-3-and-4/post/2026-02-26/bumblebox-07_2026-02-26_02_00_03.mp4
17,3,post,true,MCs-5-and-6,5;6,2026-02-23,2026-02-26,post_exposure_folder,02,00,exact_hh00,full_24_hours,bumblebox-18_2026-02-26_02_00_04,bumblebox-18,/media/august/AutoPolls9/dose-curve-pesticide-data/MCs-5-and-6/post-exposure/bumblebox-18_2026-02-26_02_00_04.mp4,/tmp/bumblebox_hourly_primary_mc1_8_explicit_links/MCs-5-and-6/post/2026-02-26/bumblebox-18_2026-02-26_02_00_04.mp4
18,3,post,true,MCs-7-and-8,7;8,2026-02-23,2026-02-26,post_exposure_folder,02,00,exact_hh00,full_24_hours,bumblebox-15_2026-02-26_02_00_03,bumblebox-15,/media/august/AutoPolls9/dose-curve-pesticide-data/MCs-7-and-8/post-exposure/bumblebox-15_2026-02-26_02_00_03.mp4,/tmp/bumblebox_hourly_primary_mc1_8_explicit_links/MCs-7-and-8/post/2026-02-26/bumblebox-15_2026-02-26_02_00_03.mp4
19,4,pre,true,MCs-1-and-2,1;2,2026-02-23,2026-02-23,pre_exposure_folder,03,00,exact_hh00,partial_day,bumblebox-19_2026-02-23_03_00_02,bumblebox-19,/media/august/AutoPolls9/dose-curve-pesticide-data/MCs-1-and-2/pre-exposure/bumblebox-19_2026-02-23_03_00_02.mp4,/tmp/bumblebox_hourly_primary_mc1_8_explicit_links/MCs-1-and-2/pre/2026-02-23/bumblebox-19_2026-02-23_03_00_02.mp4
20,4,post,true,MCs-1-and-2,1;2,2026-02-23,2026-02-26,post_exposure_folder,03,00,exact_hh00,full_24_hours,bumblebox-19_2026-02-26_03_00_03,bumblebox-19,/media/august/AutoPolls9/dose-curve-pesticide-data/MCs-1-and-2/post-exposure/bumblebox-19_2026-02-26_03_00_03.mp4,/tmp/bumblebox_hourly_primary_mc1_8_explicit_links/MCs-1-and-2/post/2026-02-26/bumblebox-19_2026-02-26_03_00_03.mp4
21,4,pre,true,MCs-3-and-4,3;4,2026-02-23,2026-02-22,pre_exposure_folder,03,00,exact_hh00,full_24_hours,bumblebox-07_2026-02-22_03_00_02,bumblebox-07,/media/august/AutoPolls9/dose-curve-pesticide-data/MCs-3-and-4/pre-exposure/bumblebox-07_2026-02-22_03_00_02.mp4,/tmp/bumblebox_hourly_primary_mc1_8_explicit_links/MCs-3-and-4/pre/2026-02-22/bumblebox-07_2026-02-22_03_00_02.mp4
22,4,post,true,MCs-3-and-4,3;4,2026-02-23,2026-02-26,post_exposure_folder,03,00,exact_hh00,full_24_hours,bumblebox-07_2026-02-26_03_00_03,bumblebox-07,/media/august/AutoPolls9/dose-curve-pesticide-data/MCs-3-and-4/post-exposure/bumblebox-07_2026-02-26_03_00_03.mp4,/tmp/bumblebox_hourly_primary_mc1_8_explicit_links/MCs-3-and-4/post/2026-02-26/bumblebox-07_2026-02-26_03_00_03.mp4
23,4,post,true,MCs-5-and-6,5;6,2026-02-23,2026-02-26,post_exposure_folder,03,00,exact_hh00,full_24_hours,bumblebox-18_2026-02-26_03_00_04,bumblebox-18,/media/august/AutoPolls9/dose-curve-pesticide-data/MCs-5-and-6/post-exposure/bumblebox-18_2026-02-26_03_00_04.mp4,/tmp/bumblebox_hourly_primary_mc1_8_explicit_links/MCs-5-and-6/post/2026-02-26/bumblebox-18_2026-02-26_03_00_04.mp4
24,4,post,true,MCs-7-and-8,7;8,2026-02-23,2026-02-26,post_exposure_folder,03,00,exact_hh00,full_24_hours,bumblebox-15_2026-02-26_03_00_03,bumblebox-15,/media/august/AutoPolls9/dose-curve-pesticide-data/MCs-7-and-8/post-exposure/bumblebox-15_2026-02-26_03_00_03.mp4,/tmp/bumblebox_hourly_primary_mc1_8_explicit_links/MCs-7-and-8/post/2026-02-26/bumblebox-15_2026-02-26_03_00_03.mp4
25,5,pre,true,MCs-1-and-2,1;2,2026-02-23,2026-02-23,pre_exposure_folder,04,00,exact_hh00,partial_day,bumblebox-19_2026-02-23_04_00_03,bumblebox-19,/media/august/AutoPolls9/dose-curve-pesticide-data/MCs-1-and-2/pre-exposure/bumblebox-19_2026-02-23_04_00_03.mp4,/tmp/bumblebox_hourly_primary_mc1_8_explicit_links/MCs-1-and-2/pre/2026-02-23/bumblebox-19_2026-02-23_04_00_03.mp4
26,5,post,true,MCs-1-and-2,1;2,2026-02-23,2026-02-26,post_exposure_folder,04,00,exact_hh00,full_24_hours,bumblebox-19_2026-02-26_04_00_04,bumblebox-19,/media/august/AutoPolls9/dose-curve-pesticide-data/MCs-1-and-2/post-exposure/bumblebox-19_2026-02-26_04_00_04.mp4,/tmp/bumblebox_hourly_primary_mc1_8_explicit_links/MCs-1-and-2/post/2026-02-26/bumblebox-19_2026-02-26_04_00_04.mp4
27,5,pre,true,MCs-3-and-4,3;4,2026-02-23,2026-02-22,pre_exposure_folder,04,00,exact_hh00,full_24_hours,bumblebox-07_2026-02-22_04_00_03,bumblebox-07,/media/august/AutoPolls9/dose-curve-pesticide-data/MCs-3-and-4/pre-exposure/bumblebox-07_2026-02-22_04_00_03.mp4,/tmp/bumblebox_hourly_primary_mc1_8_explicit_links/MCs-3-and-4/pre/2026-02-22/bumblebox-07_2026-02-22_04_00_03.mp4
28,5,post,true,MCs-3-and-4,3;4,2026-02-23,2026-02-26,post_exposure_folder,04,00,exact_hh00,full_24_hours,bumblebox-07_2026-02-26_04_00_03,bumblebox-07,/media/august/AutoPolls9/dose-curve-pesticide-data/MCs-3-and-4/post-exposure/bumblebox-07_2026-02-26_04_00_03.mp4,/tmp/bumblebox_hourly_primary_mc1_8_explicit_links/MCs-3-and-4/post/2026-02-26/bumblebox-07_2026-02-26_04_00_03.mp4
29,5,post,true,MCs-5-and-6,5;6,2026-02-23,2026-02-26,post_exposure_folder,04,00,exact_hh00,full_24_hours,bumblebox-18_2026-02-26_04_00_04,bumblebox-18,/media/august/AutoPolls9/dose-curve-pesticide-data/MCs-5-and-6/post-exposure/bumblebox-18_2026-02-26_04_00_04.mp4,/tmp/bumblebox_hourly_primary_mc1_8_explicit_links/MCs-5-and-6/post/2026-02-26/bumblebox-18_2026-02-26_04_00_04.mp4
30,5,post,true,MCs-7-and-8,7;8,2026-02-23,2026-02-26,post_exposure_folder,04,00,exact_hh00,full_24_hours,bumblebox-15_2026-02-26_04_00_03,bumblebox-15,/media/august/AutoPolls9/dose-curve-pesticide-data/MCs-7-and-8/post-exposure/bumblebox-15_2026-02-26_04_00_03.mp4,/tmp/bumblebox_hourly_primary_mc1_8_explicit_links/MCs-7-and-8/post/2026-02-26/bumblebox-15_2026-02-26_04_00_03.mp4
31,6,pre,true,MCs-1-and-2,1;2,2026-02-23,2026-02-23,pre_exposure_folder,05,00,exact_hh00,partial_day,bumblebox-19_2026-02-23_05_00_03,bumblebox-19,/media/august/AutoPolls9/dose-curve-pesticide-data/MCs-1-and-2/pre-exposure/bumblebox-19_2026-02-23_05_00_03.mp4,/tmp/bumblebox_hourly_primary_mc1_8_explicit_links/MCs-1-and-2/pre/2026-02-23/bumblebox-19_2026-02-23_05_00_03.mp4
32,6,post,true,MCs-1-and-2,1;2,2026-02-23,2026-02-26,post_exposure_folder,05,00,exact_hh00,full_24_hours,bumblebox-19_2026-02-26_05_00_04,bumblebox-19,/media/august/AutoPolls9/dose-curve-pesticide-data/MCs-1-and-2/post-exposure/bumblebox-19_2026-02-26_05_00_04.mp4,/tmp/bumblebox_hourly_primary_mc1_8_explicit_links/MCs-1-and-2/post/2026-02-26/bumblebox-19_2026-02-26_05_00_04.mp4
33,6,pre,true,MCs-3-and-4,3;4,2026-02-23,2026-02-22,pre_exposure_folder,05,00,exact_hh00,full_24_hours,bumblebox-07_2026-02-22_05_00_03,bumblebox-07,/media/august/AutoPolls9/dose-curve-pesticide-data/MCs-3-and-4/pre-exposure/bumblebox-07_2026-02-22_05_00_03.mp4,/tmp/bumblebox_hourly_primary_mc1_8_explicit_links/MCs-3-and-4/pre/2026-02-22/bumblebox-07_2026-02-22_05_00_03.mp4
34,6,post,true,MCs-3-and-4,3;4,2026-02-23,2026-02-26,post_exposure_folder,05,00,exact_hh00,full_24_hours,bumblebox-07_2026-02-26_05_00_03,bumblebox-07,/media/august/AutoPolls9/dose-curve-pesticide-data/MCs-3-and-4/post-exposure/bumblebox-07_2026-02-26_05_00_03.mp4,/tmp/bumblebox_hourly_primary_mc1_8_explicit_links/MCs-3-and-4/post/2026-02-26/bumblebox-07_2026-02-26_05_00_03.mp4
35,6,post,true,MCs-5-and-6,5;6,2026-02-23,2026-02-26,post_exposure_folder,05,00,exact_hh00,full_24_hours,bumblebox-18_2026-02-26_05_00_03,bumblebox-18,/media/august/AutoPolls9/dose-curve-pesticide-data/MCs-5-and-6/post-exposure/bumblebox-18_2026-02-26_05_00_03.mp4,/tmp/bumblebox_hourly_primary_mc1_8_explicit_links/MCs-5-and-6/post/2026-02-26/bumblebox-18_2026-02-26_05_00_03.mp4
36,6,post,true,MCs-7-and-8,7;8,2026-02-23,2026-02-26,post_exposure_folder,05,00,exact_hh00,full_24_hours,bumblebox-15_2026-02-26_05_00_03,bumblebox-15,/media/august/AutoPolls9/dose-curve-pesticide-data/MCs-7-and-8/post-exposure/bumblebox-15_2026-02-26_05_00_03.mp4,/tmp/bumblebox_hourly_primary_mc1_8_explicit_links/MCs-7-and-8/post/2026-02-26/bumblebox-15_2026-02-26_05_00_03.mp4
37,7,pre,true,MCs-1-and-2,1;2,2026-02-23,2026-02-23,pre_exposure_folder,06,00,exact_hh00,partial_day,bumblebox-19_2026-02-23_06_00_03,bumblebox-19,/media/august/AutoPolls9/dose-curve-pesticide-data/MCs-1-and-2/pre-exposure/bumblebox-19_2026-02-23_06_00_03.mp4,/tmp/bumblebox_hourly_primary_mc1_8_explicit_links/MCs-1-and-2/pre/2026-02-23/bumblebox-19_2026-02-23_06_00_03.mp4
38,7,post,true,MCs-1-and-2,1;2,2026-02-23,2026-02-26,post_exposure_folder,06,00,exact_hh00,full_24_hours,bumblebox-19_2026-02-26_06_00_03,bumblebox-19,/media/august/AutoPolls9/dose-curve-pesticide-data/MCs-1-and-2/post-exposure/bumblebox-19_2026-02-26_06_00_03.mp4,/tmp/bumblebox_hourly_primary_mc1_8_explicit_links/MCs-1-and-2/post/2026-02-26/bumblebox-19_2026-02-26_06_00_03.mp4
39,7,pre,true,MCs-3-and-4,3;4,2026-02-23,2026-02-22,pre_exposure_folder,06,00,exact_hh00,full_24_hours,bumblebox-07_2026-02-22_06_00_03,bumblebox-07,/media/august/AutoPolls9/dose-curve-pesticide-data/MCs-3-and-4/pre-exposure/bumblebox-07_2026-02-22_06_00_03.mp4,/tmp/bumblebox_hourly_primary_mc1_8_explicit_links/MCs-3-and-4/pre/2026-02-22/bumblebox-07_2026-02-22_06_00_03.mp4
40,7,post,true,MCs-3-and-4,3;4,2026-02-23,2026-02-26,post_exposure_folder,06,00,exact_hh00,full_24_hours,bumblebox-07_2026-02-26_06_00_03,bumblebox-07,/media/august/AutoPolls9/dose-curve-pesticide-data/MCs-3-and-4/post-exposure/bumblebox-07_2026-02-26_06_00_03.mp4,/tmp/bumblebox_hourly_primary_mc1_8_explicit_links/MCs-3-and-4/post/2026-02-26/bumblebox-07_2026-02-26_06_00_03.mp4
41,7,post,true,MCs-5-and-6,5;6,2026-02-23,2026-02-26,post_exposure_folder,06,00,exact_hh00,full_24_hours,bumblebox-18_2026-02-26_06_00_16,bumblebox-18,/media/august/AutoPolls9/dose-curve-pesticide-data/MCs-5-and-6/post-exposure/bumblebox-18_2026-02-26_06_00_16.mp4,/tmp/bumblebox_hourly_primary_mc1_8_explicit_links/MCs-5-and-6/post/2026-02-26/bumblebox-18_2026-02-26_06_00_16.mp4
42,7,post,true,MCs-7-and-8,7;8,2026-02-23,2026-02-26,post_exposure_folder,06,00,exact_hh00,full_24_hours,bumblebox-15_2026-02-26_06_00_03,bumblebox-15,/media/august/AutoPolls9/dose-curve-pesticide-data/MCs-7-and-8/post-exposure/bumblebox-15_2026-02-26_06_00_03.mp4,/tmp/bumblebox_hourly_primary_mc1_8_explicit_links/MCs-7-and-8/post/2026-02-26/bumblebox-15_2026-02-26_06_00_03.mp4
43,8,pre,true,MCs-1-and-2,1;2,2026-02-23,2026-02-23,pre_exposure_folder,07,00,exact_hh00,partial_day,bumblebox-19_2026-02-23_07_00_03,bumblebox-19,/media/august/AutoPolls9/dose-curve-pesticide-data/MCs-1-and-2/pre-exposure/bumblebox-19_2026-02-23_07_00_03.mp4,/tmp/bumblebox_hourly_primary_mc1_8_explicit_links/MCs-1-and-2/pre/2026-02-23/bumblebox-19_2026-02-23_07_00_03.mp4
44,8,post,true,MCs-1-and-2,1;2,2026-02-23,2026-02-26,post_exposure_folder,07,00,exact_hh00,full_24_hours,bumblebox-19_2026-02-26_07_00_04,bumblebox-19,/media/august/AutoPolls9/dose-curve-pesticide-data/MCs-1-and-2/post-exposure/bumblebox-19_2026-02-26_07_00_04.mp4,/tmp/bumblebox_hourly_primary_mc1_8_explicit_links/MCs-1-and-2/post/2026-02-26/bumblebox-19_2026-02-26_07_00_04.mp4
45,8,pre,true,MCs-3-and-4,3;4,2026-02-23,2026-02-22,pre_exposure_folder,07,00,exact_hh00,full_24_hours,bumblebox-07_2026-02-22_07_00_03,bumblebox-07,/media/august/AutoPolls9/dose-curve-pesticide-data/MCs-3-and-4/pre-exposure/bumblebox-07_2026-02-22_07_00_03.mp4,/tmp/bumblebox_hourly_primary_mc1_8_explicit_links/MCs-3-and-4/pre/2026-02-22/bumblebox-07_2026-02-22_07_00_03.mp4
46,8,post,true,MCs-3-and-4,3;4,2026-02-23,2026-02-26,post_exposure_folder,07,00,exact_hh00,full_24_hours,bumblebox-07_2026-02-26_07_00_03,bumblebox-07,/media/august/AutoPolls9/dose-curve-pesticide-data/MCs-3-and-4/post-exposure/bumblebox-07_2026-02-26_07_00_03.mp4,/tmp/bumblebox_hourly_primary_mc1_8_explicit_links/MCs-3-and-4/post/2026-02-26/bumblebox-07_2026-02-26_07_00_03.mp4
47,8,post,true,MCs-5-and-6,5;6,2026-02-23,2026-02-26,post_exposure_folder,07,00,exact_hh00,full_24_hours,bumblebox-18_2026-02-26_07_00_03,bumblebox-18,/media/august/AutoPolls9/dose-curve-pesticide-data/MCs-5-and-6/post-exposure/bumblebox-18_2026-02-26_07_00_03.mp4,/tmp/bumblebox_hourly_primary_mc1_8_explicit_links/MCs-5-and-6/post/2026-02-26/bumblebox-18_2026-02-26_07_00_03.mp4
48,8,post,true,MCs-7-and-8,7;8,2026-02-23,2026-02-26,post_exposure_folder,07,00,exact_hh00,full_24_hours,bumblebox-15_2026-02-26_07_00_03,bumblebox-15,/media/august/AutoPolls9/dose-curve-pesticide-data/MCs-7-and-8/post-exposure/bumblebox-15_2026-02-26_07_00_03.mp4,/tmp/bumblebox_hourly_primary_mc1_8_explicit_links/MCs-7-and-8/post/2026-02-26/bumblebox-15_2026-02-26_07_00_03.mp4
49,9,pre,true,MCs-1-and-2,1;2,2026-02-23,2026-02-23,pre_exposure_folder,08,00,exact_hh00,partial_day,bumblebox-19_2026-02-23_08_00_06,bumblebox-19,/media/august/AutoPolls9/dose-curve-pesticide-data/MCs-1-and-2/pre-exposure/bumblebox-19_2026-02-23_08_00_06.mp4,/tmp/bumblebox_hourly_primary_mc1_8_explicit_links/MCs-1-and-2/pre/2026-02-23/bumblebox-19_2026-02-23_08_00_06.mp4
50,9,post,true,MCs-1-and-2,1;2,2026-02-23,2026-02-26,post_exposure_folder,08,00,exact_hh00,full_24_hours,bumblebox-19_2026-02-26_08_00_03,bumblebox-19,/media/august/AutoPolls9/dose-curve-pesticide-data/MCs-1-and-2/post-exposure/bumblebox-19_2026-02-26_08_00_03.mp4,/tmp/bumblebox_hourly_primary_mc1_8_explicit_links/MCs-1-and-2/post/2026-02-26/bumblebox-19_2026-02-26_08_00_03.mp4
51,9,pre,true,MCs-3-and-4,3;4,2026-02-23,2026-02-22,pre_exposure_folder,08,00,exact_hh00,full_24_hours,bumblebox-07_2026-02-22_08_00_03,bumblebox-07,/media/august/AutoPolls9/dose-curve-pesticide-data/MCs-3-and-4/pre-exposure/bumblebox-07_2026-02-22_08_00_03.mp4,/tmp/bumblebox_hourly_primary_mc1_8_explicit_links/MCs-3-and-4/pre/2026-02-22/bumblebox-07_2026-02-22_08_00_03.mp4
52,9,post,true,MCs-3-and-4,3;4,2026-02-23,2026-02-26,post_exposure_folder,08,00,exact_hh00,full_24_hours,bumblebox-07_2026-02-26_08_00_03,bumblebox-07,/media/august/AutoPolls9/dose-curve-pesticide-data/MCs-3-and-4/post-exposure/bumblebox-07_2026-02-26_08_00_03.mp4,/tmp/bumblebox_hourly_primary_mc1_8_explicit_links/MCs-3-and-4/post/2026-02-26/bumblebox-07_2026-02-26_08_00_03.mp4
53,9,post,true,MCs-5-and-6,5;6,2026-02-23,2026-02-26,post_exposure_folder,08,00,exact_hh00,full_24_hours,bumblebox-18_2026-02-26_08_00_04,bumblebox-18,/media/august/AutoPolls9/dose-curve-pesticide-data/MCs-5-and-6/post-exposure/bumblebox-18_2026-02-26_08_00_04.mp4,/tmp/bumblebox_hourly_primary_mc1_8_explicit_links/MCs-5-and-6/post/2026-02-26/bumblebox-18_2026-02-26_08_00_04.mp4
54,9,post,true,MCs-7-and-8,7;8,2026-02-23,2026-02-26,post_exposure_folder,08,00,exact_hh00,full_24_hours,bumblebox-15_2026-02-26_08_00_03,bumblebox-15,/media/august/AutoPolls9/dose-curve-pesticide-data/MCs-7-and-8/post-exposure/bumblebox-15_2026-02-26_08_00_03.mp4,/tmp/bumblebox_hourly_primary_mc1_8_explicit_links/MCs-7-and-8/post/2026-02-26/bumblebox-15_2026-02-26_08_00_03.mp4
55,10,post,true,MCs-1-and-2,1;2,2026-02-23,2026-02-26,post_exposure_folder,09,00,exact_hh00,full_24_hours,bumblebox-19_2026-02-26_09_00_04,bumblebox-19,/media/august/AutoPolls9/dose-curve-pesticide-data/MCs-1-and-2/post-exposure/bumblebox-19_2026-02-26_09_00_04.mp4,/tmp/bumblebox_hourly_primary_mc1_8_explicit_links/MCs-1-and-2/post/2026-02-26/bumblebox-19_2026-02-26_09_00_04.mp4
56,10,pre,true,MCs-3-and-4,3;4,2026-02-23,2026-02-22,pre_exposure_folder,09,00,exact_hh00,full_24_hours,bumblebox-07_2026-02-22_09_00_03,bumblebox-07,/media/august/AutoPolls9/dose-curve-pesticide-data/MCs-3-and-4/pre-exposure/bumblebox-07_2026-02-22_09_00_03.mp4,/tmp/bumblebox_hourly_primary_mc1_8_explicit_links/MCs-3-and-4/pre/2026-02-22/bumblebox-07_2026-02-22_09_00_03.mp4
57,10,post,true,MCs-3-and-4,3;4,2026-02-23,2026-02-26,post_exposure_folder,09,00,exact_hh00,full_24_hours,bumblebox-07_2026-02-26_09_00_03,bumblebox-07,/media/august/AutoPolls9/dose-curve-pesticide-data/MCs-3-and-4/post-exposure/bumblebox-07_2026-02-26_09_00_03.mp4,/tmp/bumblebox_hourly_primary_mc1_8_explicit_links/MCs-3-and-4/post/2026-02-26/bumblebox-07_2026-02-26_09_00_03.mp4
58,10,post,true,MCs-5-and-6,5;6,2026-02-23,2026-02-26,post_exposure_folder,09,00,exact_hh00,full_24_hours,bumblebox-18_2026-02-26_09_00_04,bumblebox-18,/media/august/AutoPolls9/dose-curve-pesticide-data/MCs-5-and-6/post-exposure/bumblebox-18_2026-02-26_09_00_04.mp4,/tmp/bumblebox_hourly_primary_mc1_8_explicit_links/MCs-5-and-6/post/2026-02-26/bumblebox-18_2026-02-26_09_00_04.mp4
